Age,Niveau de diplôme,Genre,Quartier,Salaire (€),Classe sociale,École des enfants,Dispose de femme de ménage,Prix au mètre carré de l'habitation (€/m2),Casier judiciaire,Niveau social des parents,Va souvent au cinéma,Score
64,2,1,1,5405,0,0,1,2780,1,1,2,4.05
89,3,0,2,9211,2,0,0,1445,1,0,0,4.0
75,2,0,0,5428,0,0,0,3009,1,0,1,2.9
90,1,0,1,6347,0,0,0,3845,0,2,0,0.3999999999999999
22,1,0,1,2887,1,0,0,3062,1,1,1,2.4
86,0,1,0,3920,1,0,1,2485,1,1,2,2.9499999999999997
38,4,0,2,1277,1,0,1,2157,0,2,1,1.2999999999999998
46,4,0,0,1474,0,1,0,1525,0,1,0,-0.75
78,4,1,2,8712,2,0,1,3640,0,0,2,2.3
21,4,1,0,8258,0,1,0,2099,1,2,1,2.4
42,3,1,1,7286,0,1,1,1393,1,0,2,3.4
69,3,1,0,3022,1,1,0,2721,0,2,1,-0.4500000000000002
65,0,0,0,2886,2,1,0,2023,0,2,2,-0.3500000000000001
26,0,1,0,4403,2,1,1,4270,1,1,2,2.8
87,2,1,1,6074,1,0,0,1608,0,2,2,1.25
43,1,0,1,6982,1,1,0,1738,1,0,2,2.75
71,3,0,1,1955,0,0,0,2749,1,1,1,2.9
32,3,1,0,8999,0,1,1,4001,0,0,1,0.3999999999999999
31,2,1,2,4911,1,1,0,1574,0,0,2,1.15
90,3,0,0,6851,2,0,0,3884,1,2,2,3.4
47,4,1,0,9183,2,1,0,2097,1,1,0,2.4
40,0,0,1,8550,0,0,0,2675,0,0,1,0.6499999999999999
63,1,0,0,1660,0,0,1,3245,0,1,2,0.04999999999999982
40,1,1,0,2142,1,1,1,4945,0,2,1,-0.6000000000000001
85,3,0,1,4205,1,0,1,3142,0,0,1,0.6999999999999997
74,2,0,1,4425,0,0,1,1301,0,0,0,0.5499999999999998
23,1,1,1,9119,0,1,0,1912,0,2,0,-0.25
76,2,0,2,9147,2,0,1,3001,1,2,2,4.8
78,2,1,0,9249,2,0,1,3705,1,0,0,3.05
50,2,0,2,2685,0,0,0,4372,0,1,1,1.5
42,2,0,1,3553,1,1,0,1612,1,2,0,2.4
74,4,0,2,8712,2,0,0,3271,0,1,1,1.65
53,3,1,0,4151,2,1,1,3542,0,0,2,0.19999999999999973
55,1,1,1,7741,1,0,0,3859,0,0,0,0.3999999999999999
66,0,0,0,7845,2,0,1,3262,0,1,2,0.7999999999999998
37,2,1,2,6013,1,1,0,1478,0,1,2,1.5
46,3,1,1,1069,1,1,1,2301,0,1,1,0.04999999999999982
82,1,0,0,1141,1,1,1,2127,1,1,0,1.55
70,3,1,0,6207,1,1,0,2156,0,2,1,-0.10000000000000009
56,4,1,0,2600,1,0,0,1205,0,1,2,0.25
26,2,1,1,3442,2,1,1,2854,0,2,1,0.19999999999999973
80,2,0,1,5036,1,0,1,4651,0,2,0,1.4
71,4,0,0,2808,0,1,1,2757,0,2,0,-0.4500000000000002
76,0,1,1,5910,1,0,0,4337,0,2,2,1.5
70,4,0,2,3425,1,0,1,4481,1,1,0,4.3
51,2,0,2,9211,0,1,0,1503,0,2,2,1.5
58,1,0,2,4957,0,1,0,1589,0,2,0,0.1499999999999999
86,2,1,0,9575,1,1,0,1523,1,1,2,2.75
22,2,1,2,4262,1,0,0,3076,0,0,0,1.2999999999999998
70,0,0,0,9937,0,1,1,4064,0,1,1,0.1499999999999999
45,3,1,2,9230,1,0,1,2404,1,2,1,4.3
60,3,1,2,6793,0,0,1,3503,1,2,2,4.8
86,4,1,0,4990,1,1,0,1213,1,0,2,2.4
51,0,0,0,5754,2,1,0,4419,0,0,2,0.5
39,1,0,1,5138,0,0,1,4325,1,1,0,3.4
61,4,1,2,4868,0,1,0,4577,0,0,2,1.65
52,4,0,2,5836,1,0,1,3511,1,2,2,4.8
88,3,1,0,5143,1,1,0,1383,0,2,1,-0.25
51,0,1,1,3993,0,0,1,2664,1,0,1,2.9499999999999997
89,1,1,1,2754,2,0,0,2028,1,0,0,2.4
21,2,0,2,3330,0,1,0,4814,1,1,1,3.65
70,0,1,0,8336,0,0,1,2754,1,1,0,2.8
32,0,0,2,9458,1,0,1,2515,0,1,1,1.5499999999999998
61,0,1,0,3189,0,1,1,3462,0,0,1,-0.5500000000000003
68,3,0,2,7490,1,1,1,3805,0,1,1,1.2999999999999998
82,3,1,2,5940,0,0,1,2504,0,2,0,1.7999999999999998
85,2,1,0,6606,1,0,1,2710,0,2,1,0.5499999999999998
36,3,1,1,7808,2,0,1,2065,1,2,1,3.55
85,2,0,0,3221,1,0,1,3505,0,2,1,0.19999999999999973
43,4,0,0,2224,2,0,0,1811,0,2,2,0.25
31,4,1,0,1642,1,0,1,2252,0,1,2,0.5499999999999998
43,3,0,0,7167,2,1,1,2257,1,0,0,2.55
35,2,1,2,3926,2,1,0,3789,0,2,2,1.2999999999999998
52,2,1,2,4144,2,0,1,4790,0,2,0,1.7999999999999998
38,1,0,1,5070,1,1,0,2822,0,2,0,-0.10000000000000009
63,4,1,1,7121,1,1,0,3432,0,1,1,0.3999999999999999
28,2,0,1,8042,1,0,0,2206,1,1,1,3.4
33,1,0,1,8428,0,1,1,2758,0,1,1,0.04999999999999982
47,3,0,0,5380,0,1,1,4152,0,0,2,0.8999999999999999
86,3,1,0,4651,0,1,1,2803,1,0,0,2.1999999999999997
29,2,1,2,8784,1,1,1,3142,1,0,0,3.8
75,0,1,2,3169,2,0,1,1371,0,2,0,1.0499999999999998
32,0,1,1,7018,2,0,0,2658,1,1,2,3.65
63,4,0,1,3786,2,1,1,3071,0,0,2,0.6999999999999997
23,4,1,1,6419,0,0,0,1786,1,0,1,3.25
30,1,0,0,9915,1,0,1,3937,1,1,0,2.55
27,0,1,1,4803,0,1,0,4878,0,1,1,0.1499999999999999
48,0,0,2,6202,1,1,1,1756,0,1,0,0.8999999999999999
90,0,1,2,1637,0,1,1,2549,0,2,2,1.0499999999999998
88,4,1,0,8225,1,0,1,4122,1,0,2,3.9
44,2,1,0,7651,1,1,1,2006,1,1,1,2.55
41,2,1,1,4269,1,0,1,1910,1,1,2,3.55
49,4,0,0,7526,0,1,0,2822,1,1,0,2.4
27,2,1,1,5145,1,0,1,1490,1,0,0,3.4
49,0,0,0,2756,2,1,0,2395,1,1,0,1.65
26,4,0,1,7336,0,0,1,3674,0,1,1,1.0499999999999998
86,0,1,1,9702,1,0,1,3796,1,2,1,3.3
27,1,1,0,3208,2,1,1,1707,1,2,1,1.55
49,1,0,0,6473,1,1,0,1665,0,2,2,-0.25
88,4,0,2,2164,0,1,0,2424,1,0,2,3.65
84,4,0,2,8585,1,1,1,2415,1,0,2,4.3
36,2,1,2,3132,1,0,1,3734,1,1,2,4.449999999999999
90,0,0,1,2264,2,0,1,3764,0,2,1,0.2999999999999998
66,0,0,2,1912,0,1,1,3544,1,2,1,3.05
46,3,0,1,3889,2,1,0,3752,1,1,0,2.55
51,0,0,1,8128,0,1,1,1394,0,1,1,0.1499999999999999
21,3,0,1,9965,1,0,1,1806,0,2,2,1.4
62,2,0,0,4442,0,0,0,3297,1,1,2,3.05
56,1,1,0,9995,0,1,1,4866,0,2,2,0.3999999999999999
45,3,0,1,4033,0,0,1,1211,0,0,1,0.5499999999999998
22,1,0,2,1683,1,1,1,4065,1,1,0,3.15
55,1,0,2,6869,1,1,0,1529,0,2,1,0.5
75,4,0,0,6792,2,1,1,1451,0,2,1,-0.10000000000000009
31,0,0,2,2507,2,1,0,1121,0,1,2,0.75
65,1,0,1,5363,0,1,0,3613,0,0,0,-0.10000000000000009
35,0,0,2,1803,0,1,1,4328,1,0,1,3.4
34,1,0,0,6996,2,1,1,4238,1,0,1,2.4
27,4,1,1,3583,1,0,1,3134,0,0,1,0.6999999999999997
50,4,0,2,8766,2,0,1,4852,0,2,2,2.6500000000000004
64,2,0,1,6725,2,1,0,1320,1,2,0,2.75
21,3,1,1,1970,2,0,1,3097,0,2,0,0.5499999999999998
47,3,1,0,3399,1,0,0,1526,1,0,1,2.4
34,1,1,0,2849,0,1,0,3992,1,0,2,1.9
29,4,0,0,3516,1,1,1,4578,0,0,0,0.04999999999999982
70,3,0,0,3145,2,1,1,2925,0,1,0,-0.30000000000000027
45,4,0,0,3833,0,0,0,1479,1,0,0,2.4
57,4,1,2,9795,1,1,0,2542,0,1,2,1.65
18,0,0,2,5512,0,1,1,3327,1,0,0,3.55
82,4,0,1,5412,2,0,0,1509,0,2,1,0.75
55,4,0,0,4615,1,0,1,2828,0,1,1,0.19999999999999973
61,4,1,0,8340,0,1,1,2869,0,0,1,0.04999999999999982
76,2,0,2,6425,0,1,1,1773,1,1,1,3.65
28,1,0,2,5663,1,0,0,4986,1,0,1,4.0
18,1,0,0,8243,1,0,1,1102,1,2,0,2.4
22,1,0,2,3518,1,1,1,3806,0,2,1,0.44999999999999973
61,1,0,1,8175,1,1,1,1778,0,1,1,-0.10000000000000009
74,0,0,0,6019,2,0,0,2546,0,0,1,0.1499999999999999
53,2,1,1,3321,0,0,0,1642,1,1,2,3.4
37,0,1,2,9214,1,1,1,4903,1,0,0,3.9
52,4,1,1,9438,1,1,1,4797,0,0,0,0.8999999999999999
74,1,0,0,6371,1,0,0,3555,0,1,2,0.3999999999999999
73,1,0,2,4111,0,1,0,4876,1,0,1,3.15
18,4,0,1,4138,1,1,1,1500,1,1,2,3.05
75,2,0,1,2754,2,1,1,1901,0,1,2,0.3999999999999999
40,0,1,0,8619,1,1,0,1207,1,0,2,2.5
82,0,1,2,5705,2,1,1,1937,0,1,2,1.4
87,2,1,1,8250,2,1,1,4676,1,2,2,3.9
78,3,0,2,9081,2,1,1,4718,1,2,0,4.15
39,2,0,1,4488,1,1,0,4741,1,1,2,3.4
67,2,0,0,4077,1,1,0,3053,1,1,1,2.05
49,0,0,2,3804,0,1,1,2473,1,1,2,3.6999999999999997
39,3,0,0,8564,0,1,0,1927,0,0,1,-0.25
72,4,0,1,8743,1,1,0,3091,0,2,2,0.8999999999999999
33,4,0,1,2734,0,0,0,4607,1,2,2,3.75
69,3,1,1,9344,2,0,0,3096,1,1,2,3.9
43,4,1,0,7723,1,0,1,3484,1,0,2,3.55
55,1,1,1,2181,1,1,1,1835,1,2,1,1.9
53,0,1,2,4554,1,1,1,4916,1,2,0,3.55
22,4,0,1,4393,0,0,0,1520,0,1,1,0.3999999999999999
58,3,1,2,4391,1,1,0,1352,0,1,2,1.15
38,4,0,0,2497,1,1,0,2483,1,1,2,2.4
33,3,1,0,7386,1,0,1,4462,0,2,1,0.8999999999999999
39,4,1,2,4745,2,0,1,1124,1,0,0,3.8
24,4,0,2,6045,1,1,1,1399,1,0,1,3.65
66,4,1,1,3919,2,1,1,4273,1,1,2,3.55
79,1,0,2,6910,1,1,1,2654,0,1,1,0.7999999999999998
84,2,1,2,6075,1,1,0,3118,1,1,1,3.65
64,0,1,1,7324,0,1,0,1516,1,2,2,3.0
66,0,0,1,1634,1,1,0,1866,1,0,0,2.0
61,4,1,0,8074,1,1,1,1678,1,2,0,2.4
35,3,1,1,4389,0,1,1,1035,0,0,1,0.04999999999999982
22,2,0,0,8149,1,0,0,4289,1,1,2,3.75
61,4,0,0,7064,1,1,0,1024,0,2,0,-0.25
81,3,0,2,5471,1,1,1,2121,0,1,0,1.2999999999999998
84,3,0,2,6316,2,0,0,1037,1,1,1,4.0
23,0,0,1,8566,1,0,1,3504,0,2,2,1.2999999999999998
19,4,0,2,8637,2,0,0,4682,1,2,2,5.0
32,2,0,2,4708,1,0,0,4797,0,1,2,2.15
75,3,1,1,4459,0,1,1,3449,0,2,0,0.19999999999999973
68,2,1,2,4039,0,1,0,2233,1,0,0,3.3
85,2,0,0,3705,2,1,0,1511,1,1,2,2.4
86,3,1,2,2490,1,0,1,1552,0,1,1,1.15
28,0,1,0,1976,1,1,0,3964,1,1,1,1.65
22,3,0,0,5639,1,1,0,1765,0,0,0,-0.25
21,1,1,0,9918,1,1,0,2405,0,1,2,-0.10000000000000009
76,0,1,0,8616,0,0,0,4940,1,2,0,3.0
23,3,0,2,5892,0,0,1,4158,0,0,2,2.6500000000000004
89,1,0,0,3044,1,0,1,4934,1,0,2,3.05
58,3,1,2,2330,1,0,1,2283,1,1,0,3.8
79,2,1,2,3016,0,1,1,2018,1,1,0,3.4499999999999997
21,2,1,1,3415,1,0,0,4599,1,2,0,3.4
60,4,0,2,8619,1,0,1,4480,0,1,2,2.6500000000000004
51,4,0,2,4824,1,1,1,3470,0,1,0,0.9499999999999997
51,1,0,0,8021,2,1,1,4587,1,0,0,2.4
21,2,1,2,5815,0,0,1,2289,1,0,2,4.8
22,2,1,0,8744,2,0,0,4146,0,2,0,0.75
74,1,1,2,2594,1,1,1,4904,0,0,0,0.6499999999999999
21,3,0,1,2272,0,0,1,4668,1,0,1,3.4
62,3,1,1,9915,1,1,0,4970,1,0,1,3.25
65,3,0,0,5512,1,1,1,1340,0,2,1,-0.10000000000000009
71,2,1,0,2520,1,0,0,2776,1,0,0,2.4
65,0,1,0,1634,1,0,1,2420,0,2,2,0.2999999999999998
63,1,0,2,8818,1,1,1,2667,1,1,0,3.3
30,2,1,1,2329,2,0,0,3136,1,2,0,2.9
57,3,0,0,7193,1,0,1,1662,0,0,0,0.3999999999999999
40,0,1,0,1025,2,0,1,3817,1,0,2,2.8
53,4,1,0,7001,1,0,0,2195,1,1,1,2.9
89,2,1,0,9662,1,0,0,3073,1,0,0,2.9
67,4,0,1,6989,2,1,1,4152,1,0,1,3.4
51,2,1,1,8303,2,0,1,4517,1,2,0,3.9
35,2,0,0,1008,1,0,0,3673,0,0,1,-0.10000000000000009
58,1,1,1,9334,1,1,0,4422,0,0,0,0.25
51,4,1,2,7600,1,0,0,1053,1,0,0,4.0
42,1,0,0,5559,1,1,0,2341,1,0,0,1.9
33,0,0,0,4459,2,0,0,4916,1,2,2,3.15
56,2,1,1,5970,1,1,1,4510,1,1,1,3.4
66,2,1,1,7369,1,0,1,2720,1,0,2,4.05
29,2,0,0,4229,0,0,1,3064,0,0,1,0.19999999999999973
25,4,0,1,1908,0,1,1,4185,0,1,1,0.3999999999999999
25,4,0,2,4921,0,0,1,1741,1,0,2,4.3
44,0,0,2,9911,2,1,0,1385,0,0,1,0.75
25,2,1,2,1684,1,1,0,3437,0,2,2,1.15
45,2,1,1,7494,0,1,1,1807,1,0,0,2.9
43,1,0,1,5828,0,0,0,2569,1,0,0,2.9
34,2,1,1,4075,2,1,0,2852,1,2,1,2.55
87,4,1,2,7146,1,0,1,1870,0,2,2,2.15
51,0,1,2,4936,2,0,0,4506,0,0,0,1.4
20,1,0,2,9843,2,1,0,4167,0,1,2,1.5
41,0,1,2,9056,0,1,0,4981,0,0,1,1.25
90,0,1,2,3646,2,1,1,4549,1,2,1,3.55
63,3,1,1,4702,1,0,1,3848,0,0,2,1.1999999999999997
76,2,0,2,7010,1,1,0,1096,0,1,0,1.0
28,0,1,2,9803,1,1,0,3481,1,2,0,3.4
38,0,0,2,6193,1,1,0,2546,0,0,0,0.8999999999999999
55,3,1,1,1472,0,0,0,1461,1,1,2,3.25
73,2,1,1,8171,1,0,0,3108,1,0,2,3.9
31,2,1,0,8675,1,0,1,3035,1,0,2,3.55
34,1,1,1,4524,2,0,0,4934,1,1,1,2.9
41,2,0,2,7606,0,0,0,5000,1,1,1,4.5
61,0,0,2,1331,0,0,1,3829,0,1,1,1.0499999999999998
49,3,0,1,3526,1,0,0,2493,1,2,0,3.05
79,3,0,2,6095,2,0,0,2828,0,2,2,2.15
82,4,1,1,5297,2,0,0,3521,0,1,1,0.8999999999999999
76,4,0,0,3577,0,0,0,1812,0,0,1,-0.10000000000000009
76,3,0,0,5947,0,1,1,1401,0,0,0,-0.10000000000000009
56,2,1,0,6643,2,1,0,3726,0,2,1,-0.10000000000000009
79,4,1,2,7093,1,1,0,1116,1,2,0,3.5
78,4,0,0,3075,2,0,1,3156,1,2,0,2.6999999999999997
89,2,0,1,1188,0,0,1,3911,1,1,1,3.05
82,4,0,0,9949,1,1,1,2394,0,2,1,0.04999999999999982
72,2,0,0,2823,2,1,1,3150,0,0,0,-0.4500000000000002
79,3,0,0,5451,0,1,1,3046,1,1,2,3.05
22,1,1,0,3017,1,1,0,3272,0,2,1,-0.95
87,3,1,1,8198,0,1,1,3630,1,2,1,3.05
63,0,1,1,4160,2,1,0,4952,1,0,1,2.65
83,2,1,2,5699,0,0,1,1301,0,0,2,2.15
26,4,1,2,3086,2,1,0,2373,1,0,1,3.3
19,4,0,0,7174,0,1,0,3259,0,2,1,-0.10000000000000009
34,2,0,2,5070,2,1,1,3220,0,1,2,1.7999999999999998
30,3,1,1,5183,0,1,1,3949,0,0,1,0.5499999999999998
49,0,0,2,6553,1,0,0,1934,0,2,0,1.25
26,4,1,0,1833,2,1,0,2060,0,0,1,-0.6000000000000001
77,1,0,2,3736,0,0,1,2849,1,0,0,3.4499999999999997
25,3,1,0,3791,1,1,0,3604,0,0,1,-0.4500000000000002
38,2,1,0,7247,2,0,0,4380,0,2,2,1.25
48,0,1,1,6435,2,0,0,1823,1,2,1,3.0
74,3,1,2,6841,0,1,0,4174,1,2,2,4.5
61,3,1,1,2436,0,0,1,2795,1,1,0,3.05
83,4,1,0,7834,0,1,0,4749,1,2,1,2.75
60,2,1,1,8059,0,0,0,2668,1,1,1,3.4
52,3,1,1,1401,1,0,0,3711,0,2,1,0.3999999999999999
68,4,0,1,6697,0,1,1,2194,1,0,0,3.05
25,2,0,2,5054,2,0,1,1859,0,0,2,2.15
42,1,0,2,3508,2,0,1,1990,1,2,0,3.3
77,3,1,0,6368,0,0,0,4700,1,2,1,3.25
81,1,0,0,7533,0,1,1,1700,1,2,0,1.9
65,4,1,1,1231,2,0,0,2096,0,1,1,0.3999999999999999
60,0,1,0,1281,1,1,1,4176,0,0,0,-0.3500000000000001
64,0,0,0,9704,2,0,0,2885,1,1,1,2.65
85,2,0,1,7158,0,1,1,2142,0,2,0,0.5499999999999998
44,1,0,1,3183,2,0,1,1697,1,2,0,2.55
34,4,0,0,3524,1,0,0,1647,1,0,2,2.9
55,3,1,2,2049,0,1,0,4400,1,1,1,3.5
70,0,0,2,1067,0,1,1,3759,0,1,1,0.5499999999999998
67,4,0,2,5285,1,1,1,4019,1,2,1,4.15
73,4,1,1,1396,0,0,0,2072,1,0,1,2.9
24,1,0,2,9970,0,1,1,2587,0,2,1,0.7999999999999998
20,0,1,2,7600,0,1,1,2734,0,0,0,1.0499999999999998
21,2,1,2,2836,2,0,0,4597,0,2,2,2.0
45,3,1,0,6192,1,1,0,3483,0,0,1,-0.10000000000000009
85,3,0,0,9592,2,1,1,2526,1,2,0,2.55
26,0,0,0,4470,2,1,0,2781,1,2,1,1.7999999999999998
37,0,1,0,2164,0,0,1,1943,0,0,2,0.1499999999999999
25,3,1,0,7615,2,0,1,1864,0,2,0,0.3999999999999999
49,3,1,1,3187,0,1,1,2087,0,1,2,0.6999999999999997
63,3,0,1,8954,1,0,1,3153,1,0,0,3.55
48,3,1,1,5391,2,1,1,3012,0,2,2,1.0499999999999998
82,3,0,1,2582,0,0,0,3818,1,2,2,3.4
49,1,0,2,4545,2,1,0,3439,1,0,1,2.8
47,1,1,0,1303,1,0,0,2923,1,2,2,2.4
41,4,1,0,4180,1,0,1,3671,0,1,1,0.19999999999999973
56,2,1,1,1230,2,1,1,2640,0,2,0,0.04999999999999982
70,1,0,2,7518,2,1,0,1290,1,0,2,3.5
55,1,0,0,8371,1,0,1,3019,1,0,0,2.55
23,4,1,0,5090,0,1,0,3150,1,2,2,2.9
40,1,0,0,6900,1,0,0,4103,1,1,0,2.75
50,2,1,1,7943,0,0,1,4130,0,2,2,1.9
60,0,1,2,1111,2,0,0,2162,0,0,0,0.8999999999999999
34,1,0,1,1543,0,1,0,3890,1,1,2,2.4
54,4,1,1,2768,1,1,1,1060,1,0,1,2.4
90,2,0,2,1544,2,1,0,3787,0,1,1,0.6499999999999999
44,1,1,0,6701,0,1,1,4103,1,2,0,2.4
60,3,0,1,5242,2,0,1,4972,0,0,2,1.9
79,1,0,2,9410,2,0,1,4357,0,0,2,2.15
35,3,1,2,6292,2,0,0,2335,0,1,1,1.65
28,4,1,0,2719,2,1,0,4758,1,1,0,2.25
57,4,1,2,5881,0,0,0,1487,1,1,1,4.0
41,3,0,0,5576,2,0,0,4732,1,0,1,3.25
34,2,0,0,2419,2,0,1,2246,0,1,1,0.04999999999999982
49,3,1,2,8809,1,0,0,3401,0,0,1,1.65
52,1,1,1,7766,1,1,0,2350,0,0,1,-0.10000000000000009
42,3,1,2,7606,2,0,0,1906,1,0,2,4.5
52,2,0,1,8654,0,1,1,3229,1,0,0,3.05
87,3,0,1,1024,0,0,0,2585,0,1,1,0.3999999999999999
39,0,0,0,8487,0,0,1,4941,1,1,2,3.65
72,4,1,0,9313,0,0,0,3182,1,2,2,3.4
65,1,0,1,5734,0,1,0,1156,1,1,0,2.25
44,1,1,0,7415,0,1,0,1393,0,1,0,-0.75
28,1,1,0,5987,2,1,0,2957,1,1,1,1.9
48,2,1,1,3957,1,1,1,3702,0,0,1,0.19999999999999973
30,4,1,2,8651,1,1,1,3601,0,1,1,1.2999999999999998
41,0,1,1,6956,2,0,0,1797,0,0,1,0.5
55,3,0,0,3168,0,0,1,4662,0,2,0,0.5499999999999998
84,4,0,1,9221,0,0,1,2545,1,0,2,4.05
25,1,0,1,9103,2,0,0,2120,1,2,2,3.4
65,4,0,1,8196,1,0,1,2762,1,2,0,3.55
82,0,1,2,2536,2,1,1,3529,0,0,1,0.5499999999999998
32,4,0,2,1699,2,1,0,2539,0,2,0,0.6499999999999999
89,2,0,2,2965,2,0,1,4700,1,0,1,4.15
51,2,0,0,7813,0,0,1,3319,0,0,2,1.0499999999999998
22,2,0,0,8885,1,0,1,3723,0,0,1,0.5499999999999998
24,4,0,0,8010,2,1,1,1175,1,0,1,2.4
45,1,0,0,6267,0,0,1,4703,0,1,1,0.3999999999999999
26,4,1,2,7743,2,1,1,1425,0,0,0,1.15
79,0,0,0,6699,0,1,0,1088,1,2,0,2.0
29,3,1,2,4041,0,1,1,3353,0,0,0,0.9499999999999997
39,4,0,0,3400,0,0,0,1075,0,1,1,-0.10000000000000009
39,4,0,2,7616,1,1,1,2327,0,0,1,1.2999999999999998
53,0,0,1,3524,2,1,1,4614,0,0,1,0.2999999999999998
59,2,0,0,2890,0,1,0,2783,0,1,0,-0.6000000000000001
47,4,0,1,2448,0,1,1,1368,1,1,0,2.4
33,3,1,1,8779,0,0,0,1940,0,0,2,1.25
51,3,1,1,2260,2,0,1,3174,0,1,1,0.5499999999999998
39,1,0,2,1892,2,1,1,1110,1,1,1,2.65
74,1,1,1,7142,1,0,0,4008,1,2,1,3.25
27,4,1,1,2592,0,0,1,1330,0,1,0,0.3999999999999999
56,2,1,0,1392,2,0,1,1719,1,0,0,2.4
67,2,0,2,2197,2,0,0,1684,1,0,2,4.0
79,4,0,1,1776,1,0,0,1496,1,2,0,2.75
48,1,1,2,3294,0,1,1,3348,1,1,1,2.9499999999999997
68,0,1,0,7321,2,0,1,3805,1,2,2,3.3
66,0,0,2,7560,2,1,0,4128,1,0,2,4.25
85,0,0,1,8205,1,1,1,3465,0,0,1,0.2999999999999998
50,1,1,1,5063,2,1,0,3628,1,0,2,2.9
45,2,1,1,2741,0,1,1,2743,1,0,1,2.55
84,3,0,2,3036,1,1,1,2235,1,0,1,3.4499999999999997
46,4,0,2,6551,1,0,0,2902,1,1,1,4.15
30,0,0,0,5921,2,1,0,3812,1,0,0,2.15
49,2,1,1,4569,1,0,0,1962,1,1,2,3.4
82,4,0,0,2073,2,1,0,2609,0,1,1,-0.6000000000000001
44,2,0,1,4353,0,0,0,2869,1,0,1,3.05
90,3,1,2,7079,1,0,0,1857,1,1,0,4.0
21,3,1,2,7447,0,0,0,3746,0,0,0,1.65
89,1,1,0,3616,1,1,0,2365,0,2,0,-0.95
65,0,1,1,5281,2,1,1,4331,0,1,1,0.6499999999999999
56,4,0,0,7255,2,0,0,3456,0,2,1,0.3999999999999999
55,3,1,1,8683,1,1,1,4505,0,0,2,1.4
50,0,1,2,9449,1,1,0,1088,1,2,0,3.25
68,3,0,2,1768,1,1,0,1673,1,2,2,3.5
62,2,1,0,1506,2,0,0,3253,0,2,0,-0.10000000000000009
58,2,1,1,8114,2,1,0,4699,1,2,2,3.75
42,4,1,1,9395,1,0,1,4672,1,0,2,4.4
37,2,1,1,9514,0,1,0,4739,1,0,0,3.25
39,1,1,2,5338,2,1,1,4243,1,2,0,3.65
58,0,1,2,9438,0,1,0,1249,0,2,0,0.75
41,4,0,0,4914,0,1,0,4827,0,0,1,-0.10000000000000009
67,3,1,0,3534,1,1,1,1705,0,0,2,0.04999999999999982
41,3,0,0,6068,2,0,1,2917,1,1,2,3.55
52,3,0,1,6138,2,1,1,2227,0,0,2,1.0499999999999998
51,0,1,1,5086,0,1,1,4016,0,1,1,0.6499999999999999
68,3,0,1,9578,2,1,1,2745,1,2,2,3.55
58,2,0,1,7313,0,1,0,1832,1,2,1,2.75
26,1,0,1,6473,0,1,0,3998,0,0,0,-0.10000000000000009
29,0,1,1,7939,0,1,1,1002,1,0,0,2.65
25,2,1,1,1670,2,1,0,1942,0,2,0,-0.25
51,0,1,2,2981,1,1,0,4786,1,1,0,3.25
35,1,0,2,1984,0,0,0,2947,0,2,1,0.6499999999999999
58,3,0,0,3279,0,1,1,3811,0,2,1,-0.30000000000000027
42,3,0,2,4194,2,1,0,4172,0,0,1,1.15
55,3,0,2,9604,0,0,1,1228,0,2,0,1.65
34,1,0,1,1807,0,0,0,3128,1,0,0,2.4
43,4,1,2,4994,0,0,0,2390,0,2,0,1.2999999999999998
65,4,0,1,4337,1,1,0,4853,1,2,2,3.4
80,2,0,2,3495,0,1,0,4726,0,0,2,1.65
43,1,0,2,9370,2,1,0,1515,1,1,1,3.0
44,3,1,0,7929,0,0,0,4376,0,1,2,1.25
18,4,1,2,8657,1,1,1,4965,1,1,1,4.15
21,3,0,2,5615,2,0,0,2617,1,1,2,4.65
55,0,0,2,7080,1,1,0,1164,1,0,1,3.25
27,4,0,1,7380,2,1,0,2326,0,2,1,0.3999999999999999
31,3,1,1,9888,2,1,1,3544,1,2,0,3.05
71,2,1,0,9623,1,1,1,2613,0,1,1,0.04999999999999982
48,4,1,0,1906,1,0,0,4673,0,2,0,0.25
75,3,0,0,6666,1,0,1,3063,0,2,1,0.5499999999999998
79,3,1,2,2462,0,1,0,4325,1,2,1,3.5
23,2,0,2,2380,2,0,0,4128,1,1,0,4.0
81,2,1,1,4425,0,1,1,3804,1,2,2,3.1999999999999997
27,2,0,1,1002,0,1,1,2695,0,1,0,0.04999999999999982
23,4,0,0,1811,0,0,0,2941,0,0,1,-0.10000000000000009
37,0,0,2,4832,1,1,1,1007,0,1,0,0.5499999999999998
37,4,1,1,3426,0,0,1,1975,1,1,0,3.05
82,4,1,1,5895,2,1,1,3517,0,1,2,1.0499999999999998
20,0,0,1,9728,1,1,1,4109,1,0,0,3.15
33,3,0,0,9886,0,1,1,1852,0,2,2,0.3999999999999999
53,1,1,2,1112,0,0,0,4295,1,2,1,3.5
55,4,1,0,2400,2,1,1,2519,0,0,1,-0.4500000000000002
23,3,1,1,4502,0,0,0,4023,1,2,1,3.4
18,1,1,0,8981,1,0,1,1331,1,1,1,2.4
62,1,1,1,5277,2,0,1,1317,0,1,1,0.3999999999999999
87,0,1,1,9499,2,1,0,1192,1,1,2,3.0
42,4,0,1,9598,2,0,1,1428,0,1,0,0.8999999999999999
51,1,0,2,3446,0,1,1,4041,1,1,2,3.8
68,2,1,2,2425,1,1,1,2646,0,0,2,1.2999999999999998
37,4,1,0,6157,2,0,0,4946,1,2,2,3.75
